,invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,revenue,net_profit,region
6933,6934,WALM030,Richardson,Fashion accessories,47.0,1.0,2023-12-17,1900-01-01 20:28:00,Credit card,4.0,0.48,47.0,22.56,DFW Metroplex
6934,6935,WALM074,Weslaco,Home and lifestyle,41.0,3.0,2021-09-11,1900-01-01 18:33:00,Credit card,7.0,0.33,123.0,40.59,South Texas
6935,6936,WALM087,Waxahachie,Fashion accessories,43.0,1.0,2020-11-24,1900-01-01 15:50:00,Credit card,6.0,0.33,43.0,14.19,DFW Metroplex
6936,6937,WALM009,Plano,Home and lifestyle,50.0,2.0,2022-04-11,1900-01-01 16:54:00,Credit card,4.0,0.48,100.0,48.0,DFW Metroplex
6937,6938,WALM054,Sherman,Fashion accessories,84.0,1.0,2020-08-11,1900-01-01 16:27:00,Credit card,4.0,0.21,84.0,17.64,DFW Metroplex
6938,6939,WALM099,Weatherford,Home and lifestyle,38.0,2.0,2023-11-25,1900-01-01 20:24:00,Credit card,7.0,0.18,76.0,13.68,DFW Metroplex
6939,6940,WALM058,Port Arthur,Fashion accessories,81.0,3.0,2020-11-12,1900-01-01 18:08:00,Credit card,3.0,0.33,243.0,80.19,Greater Houston
6940,6941,WALM099,Weatherford,Home and lifestyle,47.0,2.0,2021-06-12,1900-01-01 16:02:00,Credit card,3.0,0.18,94.0,16.92,DFW Metroplex
6941,6942,WALM087,Waxahachie,Fashion accessories,81.0,3.0,2020-12-16,1900-01-01 18:35:00,Credit card,5.0,0.33,243.0,80.19,DFW Metroplex
6942,6943,WALM054,Sherman,Home and lifestyle,25.0,3.0,2023-12-11,1900-01-01 19:00:00,Credit card,4.0,0.21,75.0,15.75,DFW Metroplex
6943,6944,WALM030,Richardson,Fashion accessories,82.0,2.0,2022-12-11,1900-01-01 17:01:00,Credit card,3.0,0.48,164.0,78.72,DFW Metroplex
6944,6945,WALM003,San Antonio,Home and lifestyle,23.0,3.0,2022-08-11,1900-01-01 20:43:00,Credit card,6.0,0.36,69.0,24.84,Central Texas
6945,6946,WALM038,Sugar Land,Fashion accessories,57.0,2.0,2023-01-11,1900-01-01 16:53:00,Credit card,6.0,0.48,114.0,54.72,Central Texas
6946,6947,WALM073,Seguin,Home and lifestyle,68.0,2.0,2023-09-11,1900-01-01 19:36:00,Credit card,6.0,0.33,136.0,44.88,Central Texas
6947,6948,WALM056,Rowlett,Fashion accessories,71.0,2.0,2021-01-12,1900-01-01 16:12:00,Credit card,4.0,0.33,142.0,46.86,DFW Metroplex
6948,6949,WALM075,San Marcos,Home and lifestyle,29.0,2.0,2022-01-12,1900-01-01 20:07:00,Credit card,3.0,0.33,58.0,19.14,Central Texas
6949,6950,WALM035,San Angelo,Fashion accessories,70.0,2.0,2022-12-20,1900-01-01 15:02:00,Credit card,4.0,0.48,140.0,67.2,West Texas
6950,6951,WALM082,Weslaco,Home and lifestyle,63.0,3.0,2021-11-24,1900-01-01 18:25:00,Credit card,4.0,0.33,189.0,62.37,South Texas
6951,6952,WALM055,Waxahachie,Fashion accessories,42.0,1.0,2022-12-21,1900-01-01 19:15:00,Credit card,4.0,0.33,42.0,13.86,DFW Metroplex
6952,6953,WALM087,Waxahachie,Home and lifestyle,29.0,1.0,2023-05-11,1900-01-01 20:53:00,Credit card,4.0,0.33,29.0,9.57,DFW Metroplex
6953,6954,WALM074,Weslaco,Fashion accessories,66.0,1.0,2022-01-12,1900-01-01 20:58:00,Credit card,6.0,0.33,66.0,21.78,South Texas
6954,6955,WALM099,Weatherford,Home and lifestyle,58.0,2.0,2023-12-12,1900-01-01 19:22:00,Credit card,5.0,0.18,116.0,20.88,DFW Metroplex
6955,6956,WALM089,Southlake,Fashion accessories,78.0,2.0,2020-11-19,1900-01-01 19:02:00,Credit card,4.0,0.33,156.0,51.48,DFW Metroplex
6956,6957,WALM099,Weatherford,Home and lifestyle,26.0,1.0,2022-05-11,1900-01-01 19:04:00,Credit card,6.0,0.18,26.0,4.68,DFW Metroplex
6957,6958,WALM025,Waco,Fashion accessories,34.0,2.0,2020-09-12,1900-01-01 15:14:00,Credit card,3.0,0.48,68.0,32.64,Central Texas
6958,6959,WALM029,Round Rock,Home and lifestyle,32.0,2.0,2023-05-12,1900-01-01 16:15:00,Credit card,7.0,0.48,64.0,30.72,Central Texas
6959,6960,WALM074,Weslaco,Fashion accessories,62.0,3.0,2021-03-11,1900-01-01 16:49:00,Credit card,3.0,0.33,186.0,61.38,South Texas
6960,6961,WALM046,Temple,Home and lifestyle,70.0,2.0,2020-08-11,1900-01-01 15:22:00,Credit card,3.0,0.48,140.0,67.2,Central Texas
6961,6962,WALM089,Southlake,Fashion accessories,63.0,3.0,2022-12-20,1900-01-01 15:56:00,Credit card,4.0,0.33,189.0,62.37,DFW Metroplex
6962,6963,WALM082,Weslaco,Home and lifestyle,39.0,1.0,2021-12-11,1900-01-01 19:55:00,Credit card,6.0,0.33,39.0,12.87,South Texas
6963,6964,WALM082,Weslaco,Fashion accessories,62.0,1.0,2021-12-30,1900-01-01 17:57:00,Credit card,5.0,0.33,62.0,20.46,South Texas
6964,6965,WALM056,Rowlett,Home and lifestyle,33.0,1.0,2020-08-11,1900-01-01 20:46:00,Credit card,7.0,0.33,33.0,10.89,DFW Metroplex
6965,6966,WALM003,San Antonio,Fashion accessories,63.0,1.0,2023-11-26,1900-01-01 15:45:00,Credit card,3.0,0.48,63.0,30.24,Central Texas
6966,6967,WALM050,Victoria,Home and lifestyle,63.0,1.0,2020-12-13,1900-01-01 19:45:00,Ewallet,5.0,0.48,63.0,30.24,Central Texas
6967,6968,WALM058,Port Arthur,Fashion accessories,53.0,1.0,2020-11-23,1900-01-01 19:28:00,Credit card,4.0,0.33,53.0,17.49,Greater Houston
6968,6969,WALM009,Plano,Home and lifestyle,25.0,2.0,2021-12-21,1900-01-01 17:33:00,Credit card,3.0,0.48,50.0,24.0,DFW Metroplex
6969,6970,WALM056,Rowlett,Fashion accessories,40.0,3.0,2020-12-23,1900-01-01 17:48:00,Credit card,3.0,0.33,120.0,39.6,DFW Metroplex
6970,6971,WALM009,Plano,Home and lifestyle,85.0,3.0,2020-12-24,1900-01-01 17:33:00,Credit card,4.0,0.48,255.0,122.4,DFW Metroplex
6971,6972,WALM055,Waxahachie,Fashion accessories,38.0,1.0,2022-12-20,1900-01-01 16:08:00,Credit card,3.0,0.33,38.0,12.54,DFW Metroplex
6972,6973,WALM046,Temple,Home and lifestyle,69.0,1.0,2020-02-11,1900-01-01 15:16:00,Credit card,6.0,0.48,69.0,33.12,Central Texas
6973,6974,WALM003,San Antonio,Fashion accessories,66.0,3.0,2023-12-15,1900-01-01 19:38:00,Credit card,3.0,0.48,198.0,95.04,Central Texas
6974,6975,WALM029,Round Rock,Home and lifestyle,39.0,1.0,2020-01-11,1900-01-01 17:24:00,Credit card,4.0,0.48,39.0,18.72,Central Texas
6975,6976,WALM055,Waxahachie,Fashion accessories,28.0,1.0,2022-12-29,1900-01-01 15:10:00,Credit card,4.0,0.33,28.0,9.24,DFW Metroplex
6976,6977,WALM074,Weslaco,Home and lifestyle,57.0,2.0,2021-12-18,1900-01-01 20:03:00,Credit card,4.0,0.33,114.0,37.62,South Texas
6977,6978,WALM029,Round Rock,Fashion accessories,61.0,3.0,2021-12-14,1900-01-01 17:56:00,Credit card,5.0,0.48,183.0,87.84,Central Texas
6978,6979,WALM003,San Antonio,Home and lifestyle,67.0,3.0,2022-11-27,1900-01-01 16:50:00,Credit card,7.0,0.48,201.0,96.48,Central Texas
6979,6980,WALM035,San Angelo,Fashion accessories,68.0,1.0,2021-12-23,1900-01-01 16:24:00,Credit card,6.0,0.48,68.0,32.64,West Texas
6980,6981,WALM087,Waxahachie,Home and lifestyle,16.0,1.0,2022-12-20,1900-01-01 20:05:00,Credit card,6.0,0.33,16.0,5.28,DFW Metroplex
6981,6982,WALM082,Weslaco,Fashion accessories,34.0,2.0,2022-11-15,1900-01-01 19:08:00,Credit card,6.0,0.33,68.0,22.44,South Texas
6982,6983,WALM054,Sherman,Home and lifestyle,59.0,2.0,2023-05-11,1900-01-01 15:02:00,Credit card,3.0,0.21,118.0,24.78,DFW Metroplex
6983,6984,WALM055,Waxahachie,Fashion accessories,47.0,1.0,2020-12-28,1900-01-01 16:33:00,Credit card,5.0,0.33,47.0,15.51,DFW Metroplex
6984,6985,WALM087,Waxahachie,Home and lifestyle,44.0,1.0,2022-11-25,1900-01-01 18:29:00,Credit card,3.0,0.33,44.0,14.52,DFW Metroplex
6985,6986,WALM089,Southlake,Fashion accessories,60.0,1.0,2023-11-26,1900-01-01 18:58:00,Credit card,7.0,0.33,60.0,19.8,DFW Metroplex
6986,6987,WALM075,San Marcos,Home and lifestyle,44.0,2.0,2022-10-11,1900-01-01 20:27:00,Credit card,5.0,0.33,88.0,29.04,Central Texas
6987,6988,WALM030,Richardson,Fashion accessories,28.0,1.0,2023-11-14,1900-01-01 18:29:00,Credit card,6.0,0.48,28.0,13.44,DFW Metroplex
6988,6989,WALM075,San Marcos,Home and lifestyle,36.0,2.0,2023-11-29,1900-01-01 17:48:00,Credit card,4.0,0.33,72.0,23.76,Central Texas
6989,6990,WALM056,Rowlett,Fashion accessories,32.0,2.0,2020-01-11,1900-01-01 15:33:00,Credit card,4.0,0.33,64.0,21.12,DFW Metroplex
6990,6991,WALM074,Weslaco,Home and lifestyle,35.0,2.0,2020-01-12,1900-01-01 20:59:00,Credit card,7.0,0.33,70.0,23.1,South Texas
6991,6992,WALM073,Seguin,Fashion accessories,36.0,1.0,2021-11-28,1900-01-01 19:55:00,Credit card,4.0,0.33,36.0,11.88,Central Texas
6992,6993,WALM082,Weslaco,Home and lifestyle,84.0,2.0,2021-12-17,1900-01-01 19:04:00,Credit card,5.0,0.33,168.0,55.44,South Texas
6993,6994,WALM046,Temple,Fashion accessories,46.0,1.0,2022-02-12,1900-01-01 17:01:00,Credit card,3.0,0.48,46.0,22.08,Central Texas
6994,6995,WALM089,Southlake,Home and lifestyle,59.0,3.0,2020-11-23,1900-01-01 16:09:00,Credit card,4.0,0.33,177.0,58.41,DFW Metroplex
6995,6996,WALM082,Weslaco,Fashion accessories,83.0,3.0,2023-09-12,1900-01-01 16:08:00,Credit card,6.0,0.33,249.0,82.17,South Texas
6996,6997,WALM065,Texas City,Home and lifestyle,74.0,2.0,2023-08-11,1900-01-01 15:26:00,Credit card,5.0,0.33,148.0,48.84,Greater Houston
6997,6998,WALM075,San Marcos,Fashion accessories,81.0,3.0,2022-06-11,1900-01-01 17:16:00,Credit card,3.0,0.33,243.0,80.19,Central Texas
6998,6999,WALM038,Sugar Land,Home and lifestyle,68.0,2.0,2023-08-11,1900-01-01 20:47:00,Credit card,4.0,0.48,136.0,65.28,Central Texas
6999,7000,WALM054,Sherman,Fashion accessories,43.0,1.0,2020-02-12,1900-01-01 16:41:00,Credit card,5.0,0.21,43.0,9.03,DFW Metroplex
7000,7001,WALM065,Texas City,Home and lifestyle,71.0,3.0,2020-12-19,1900-01-01 15:54:00,Credit card,4.0,0.33,213.0,70.29,Greater Houston
7001,7002,WALM065,Texas City,Fashion accessories,54.0,2.0,2020-07-12,1900-01-01 17:50:00,Credit card,7.0,0.33,108.0,35.64,Greater Houston
7002,7003,WALM035,San Angelo,Home and lifestyle,33.0,2.0,2020-12-19,1900-01-01 19:18:00,Credit card,5.0,0.48,66.0,31.68,West Texas
7003,7004,WALM074,Weslaco,Fashion accessories,62.0,2.0,2021-11-18,1900-01-01 16:13:00,Credit card,6.0,0.33,124.0,40.92,South Texas
7004,7005,WALM046,Temple,Home and lifestyle,52.0,1.0,2021-01-12,1900-01-01 19:31:00,Credit card,6.0,0.48,52.0,24.96,Central Texas
7005,7006,WALM087,Waxahachie,Fashion accessories,16.0,1.0,2020-08-11,1900-01-01 17:15:00,Credit card,3.0,0.33,16.0,5.28,DFW Metroplex
7006,7007,WALM082,Weslaco,Home and lifestyle,21.0,2.0,2021-11-18,1900-01-01 19:11:00,Credit card,4.0,0.33,42.0,13.86,South Texas
7007,7008,WALM038,Sugar Land,Fashion accessories,19.0,3.0,2023-12-11,1900-01-01 15:41:00,Credit card,4.0,0.48,57.0,27.36,Central Texas
7008,7009,WALM058,Port Arthur,Home and lifestyle,81.0,1.0,2023-11-23,1900-01-01 15:52:00,Credit card,6.0,0.33,81.0,26.73,Greater Houston
7009,7010,WALM074,Weslaco,Fashion accessories,42.0,1.0,2020-11-27,1900-01-01 20:16:00,Credit card,4.0,0.33,42.0,13.86,South Texas
7010,7011,WALM075,San Marcos,Home and lifestyle,72.0,1.0,2022-01-11,1900-01-01 16:13:00,Credit card,3.0,0.33,72.0,23.76,Central Texas
7011,7012,WALM084,Schertz,Fashion accessories,48.0,3.0,2022-10-12,1900-01-01 20:48:00,Credit card,4.0,0.33,144.0,47.52,Central Texas
7012,7013,WALM058,Port Arthur,Home and lifestyle,31.0,1.0,2023-12-22,1900-01-01 17:47:00,Credit card,6.0,0.33,31.0,10.23,Greater Houston
7013,7014,WALM054,Sherman,Fashion accessories,27.0,1.0,2021-11-12,1900-01-01 18:23:00,Credit card,3.0,0.21,27.0,5.67,DFW Metroplex
7014,7015,WALM073,Seguin,Home and lifestyle,69.0,2.0,2020-11-19,1900-01-01 20:03:00,Credit card,4.0,0.33,138.0,45.54,Central Texas
7015,7016,WALM087,Waxahachie,Fashion accessories,17.0,3.0,2020-11-13,1900-01-01 16:14:00,Credit card,3.0,0.33,51.0,16.83,DFW Metroplex
7016,7017,WALM046,Temple,Home and lifestyle,52.0,1.0,2021-01-12,1900-01-01 19:30:00,Credit card,6.0,0.48,52.0,24.96,Central Texas
7017,7018,WALM069,Rockwall,Fashion accessories,42.0,3.0,2023-11-11,1900-01-01 20:47:00,Credit card,5.0,0.33,126.0,41.58,DFW Metroplex
7018,7019,WALM069,Rockwall,Home and lifestyle,21.0,2.0,2021-11-18,1900-01-01 17:22:00,Credit card,4.0,0.33,42.0,13.86,DFW Metroplex
7019,7020,WALM056,Rowlett,Fashion accessories,45.0,3.0,2021-11-30,1900-01-01 18:10:00,Credit card,7.0,0.33,135.0,44.55,DFW Metroplex
7020,7021,WALM087,Waxahachie,Home and lifestyle,85.0,3.0,2022-12-17,1900-01-01 19:49:00,Credit card,6.0,0.33,255.0,84.15,DFW Metroplex
7021,7022,WALM086,Rosenberg,Fashion accessories,69.0,2.0,2023-01-11,1900-01-01 18:27:00,Credit card,5.0,0.33,138.0,45.54,Greater Houston
7022,7023,WALM069,Rockwall,Home and lifestyle,69.0,1.0,2020-11-19,1900-01-01 20:02:00,Credit card,4.0,0.33,69.0,22.77,DFW Metroplex
7023,7024,WALM074,Weslaco,Fashion accessories,40.0,2.0,2020-06-12,1900-01-01 19:34:00,Credit card,4.0,0.33,80.0,26.4,South Texas
7024,7025,WALM058,Port Arthur,Home and lifestyle,73.0,1.0,2021-11-21,1900-01-01 17:07:00,Credit card,3.0,0.33,73.0,24.09,Greater Houston
7025,7026,WALM029,Round Rock,Fashion accessories,35.0,1.0,2022-11-17,1900-01-01 17:47:00,Credit card,3.0,0.48,35.0,16.8,Central Texas
7026,7027,WALM046,Temple,Home and lifestyle,69.0,3.0,2020-01-11,1900-01-01 20:40:00,Credit card,5.0,0.48,207.0,99.36,Central Texas
7027,7028,WALM055,Waxahachie,Fashion accessories,32.0,1.0,2023-08-11,1900-01-01 21:00:00,Credit card,4.0,0.33,32.0,10.56,DFW Metroplex
7028,7029,WALM082,Weslaco,Home and lifestyle,77.0,3.0,2022-04-11,1900-01-01 20:55:00,Credit card,3.0,0.33,231.0,76.23,South Texas
7029,7030,WALM058,Port Arthur,Fashion accessories,26.0,2.0,2021-12-21,1900-01-01 18:32:00,Credit card,3.0,0.33,52.0,17.16,Greater Houston
7030,7031,WALM032,Tyler,Home and lifestyle,80.0,3.0,2020-07-11,1900-01-01 16:54:00,Credit card,7.0,0.48,240.0,115.2,East Texas
7031,7032,WALM058,Port Arthur,Fashion accessories,66.0,2.0,2023-06-12,1900-01-01 20:53:00,Credit card,7.0,0.33,132.0,43.56,Greater Houston
7032,7033,WALM084,Schertz,Home and lifestyle,59.0,3.0,2023-12-30,1900-01-01 20:26:00,Credit card,5.0,0.33,177.0,58.41,Central Texas
7033,7034,WALM058,Port Arthur,Fashion accessories,35.0,1.0,2021-11-22,1900-01-01 18:53:00,Credit card,6.0,0.33,35.0,11.55,Greater Houston
7034,7035,WALM074,Weslaco,Home and lifestyle,54.0,3.0,2021-12-23,1900-01-01 17:44:00,Credit card,3.0,0.33,162.0,53.46,South Texas
7035,7036,WALM054,Sherman,Fashion accessories,46.0,2.0,2021-12-23,1900-01-01 17:46:00,Credit card,7.0,0.21,92.0,19.32,DFW Metroplex
7036,7037,WALM055,Waxahachie,Home and lifestyle,48.0,1.0,2022-11-29,1900-01-01 19:48:00,Credit card,6.0,0.33,48.0,15.84,DFW Metroplex
7037,7038,WALM029,Round Rock,Fashion accessories,55.0,2.0,2020-12-30,1900-01-01 16:37:00,Credit card,7.0,0.48,110.0,52.8,Central Texas
7038,7039,WALM073,Seguin,Home and lifestyle,64.0,1.0,2023-11-30,1900-01-01 19:15:00,Credit card,3.0,0.33,64.0,21.12,Central Texas
7039,7040,WALM046,Temple,Fashion accessories,72.0,3.0,2022-11-19,1900-01-01 15:59:00,Credit card,3.0,0.48,216.0,103.68,Central Texas
7040,7041,WALM025,Waco,Home and lifestyle,67.0,1.0,2023-07-11,1900-01-01 16:03:00,Credit card,3.0,0.48,67.0,32.16,Central Texas
7041,7042,WALM054,Sherman,Fashion accessories,35.0,2.0,2021-05-11,1900-01-01 15:06:00,Credit card,3.0,0.21,70.0,14.7,DFW Metroplex
7042,7043,WALM069,Rockwall,Home and lifestyle,21.0,1.0,2021-04-12,1900-01-01 18:27:00,Credit card,7.0,0.33,21.0,6.93,DFW Metroplex
7043,7044,WALM055,Waxahachie,Fashion accessories,63.0,3.0,2021-12-12,1900-01-01 18:19:00,Credit card,3.0,0.33,189.0,62.37,DFW Metroplex
7044,7045,WALM073,Seguin,Home and lifestyle,65.0,3.0,2023-12-27,1900-01-01 15:45:00,Credit card,3.0,0.33,195.0,64.35,Central Texas
7045,7046,WALM058,Port Arthur,Fashion accessories,20.0,2.0,2020-11-29,1900-01-01 19:40:00,Credit card,5.0,0.33,40.0,13.2,Greater Houston
7046,7047,WALM074,Weslaco,Home and lifestyle,30.0,3.0,2021-05-11,1900-01-01 17:03:00,Credit card,6.0,0.33,90.0,29.7,South Texas
7047,7048,WALM055,Waxahachie,Fashion accessories,44.0,2.0,2020-03-12,1900-01-01 19:34:00,Credit card,7.0,0.33,88.0,29.04,DFW Metroplex
7048,7049,WALM030,Richardson,Home and lifestyle,63.0,2.0,2023-06-12,1900-01-01 19:18:00,Credit card,4.0,0.48,126.0,60.48,DFW Metroplex
7049,7050,WALM038,Sugar Land,Fashion accessories,61.0,2.0,2022-11-19,1900-01-01 15:14:00,Credit card,7.0,0.48,122.0,58.56,Central Texas
7050,7051,WALM086,Rosenberg,Home and lifestyle,24.0,1.0,2023-11-25,1900-01-01 17:36:00,Credit card,4.0,0.33,24.0,7.92,Greater Houston
7051,7052,WALM069,Rockwall,Fashion accessories,49.0,2.0,2020-03-11,1900-01-01 19:28:00,Credit card,4.0,0.33,98.0,32.34,DFW Metroplex
7052,7053,WALM075,San Marcos,Home and lifestyle,34.0,3.0,2022-11-24,1900-01-01 16:55:00,Credit card,5.0,0.33,102.0,33.66,Central Texas
7053,7054,WALM075,San Marcos,Fashion accessories,34.0,1.0,2020-11-30,1900-01-01 18:45:00,Credit card,7.0,0.33,34.0,11.22,Central Texas
7054,7055,WALM087,Waxahachie,Home and lifestyle,74.0,2.0,2020-12-18,1900-01-01 17:08:00,Credit card,5.0,0.33,148.0,48.84,DFW Metroplex
7055,7056,WALM089,Southlake,Fashion accessories,56.0,3.0,2020-12-21,1900-01-01 16:21:00,Credit card,4.0,0.33,168.0,55.44,DFW Metroplex
7056,7057,WALM058,Port Arthur,Home and lifestyle,25.0,2.0,2021-12-25,1900-01-01 17:29:00,Credit card,4.0,0.33,50.0,16.5,Greater Houston
7057,7058,WALM069,Rockwall,Fashion accessories,70.0,1.0,2020-12-25,1900-01-01 16:22:00,Credit card,7.0,0.33,70.0,23.1,DFW Metroplex
7058,7059,WALM087,Waxahachie,Home and lifestyle,64.0,2.0,2022-05-12,1900-01-01 17:53:00,Credit card,7.0,0.33,128.0,42.24,DFW Metroplex
7059,7060,WALM038,Sugar Land,Fashion accessories,80.0,1.0,2020-12-22,1900-01-01 15:22:00,Credit card,3.0,0.48,80.0,38.4,Central Texas
7060,7061,WALM029,Round Rock,Home and lifestyle,49.0,3.0,2022-01-12,1900-01-01 18:22:00,Credit card,5.0,0.48,147.0,70.56,Central Texas
7061,7062,WALM038,Sugar Land,Fashion accessories,75.0,2.0,2023-12-20,1900-01-01 17:17:00,Credit card,3.0,0.48,150.0,72.0,Central Texas
7062,7063,WALM029,Round Rock,Home and lifestyle,66.0,3.0,2020-11-14,1900-01-01 16:27:00,Credit card,6.0,0.48,198.0,95.04,Central Texas
7063,7064,WALM089,Southlake,Fashion accessories,19.0,2.0,2021-05-12,1900-01-01 19:41:00,Credit card,6.0,0.33,38.0,12.54,DFW Metroplex
7064,7065,WALM055,Waxahachie,Home and lifestyle,54.0,2.0,2020-11-18,1900-01-01 20:58:00,Credit card,3.0,0.33,108.0,35.64,DFW Metroplex
7065,7066,WALM082,Weslaco,Fashion accessories,69.0,2.0,2020-12-22,1900-01-01 15:04:00,Credit card,7.0,0.33,138.0,45.54,South Texas
7066,7067,WALM074,Weslaco,Home and lifestyle,20.0,1.0,2023-12-14,1900-01-01 15:04:00,Credit card,6.0,0.33,20.0,6.6,South Texas
7067,7068,WALM065,Texas City,Fashion accessories,31.0,1.0,2021-12-30,1900-01-01 15:14:00,Credit card,3.0,0.33,31.0,10.23,Greater Houston
7068,7069,WALM073,Seguin,Home and lifestyle,41.0,1.0,2021-05-11,1900-01-01 20:44:00,Credit card,4.0,0.33,41.0,13.53,Central Texas
7069,7070,WALM086,Rosenberg,Fashion accessories,21.0,2.0,2021-05-12,1900-01-01 15:52:00,Credit card,3.0,0.33,42.0,13.86,Greater Houston
7070,7071,WALM035,San Angelo,Home and lifestyle,76.0,1.0,2020-12-24,1900-01-01 17:44:00,Credit card,3.0,0.48,76.0,36.48,West Texas
7071,7072,WALM075,San Marcos,Fashion accessories,68.0,1.0,2023-11-27,1900-01-01 16:29:00,Credit card,5.0,0.33,68.0,22.44,Central Texas
7072,7073,WALM009,Plano,Home and lifestyle,36.0,2.0,2021-11-19,1900-01-01 18:58:00,Credit card,5.0,0.48,72.0,34.56,DFW Metroplex
7073,7074,WALM082,Weslaco,Fashion accessories,26.0,2.0,2022-11-29,1900-01-01 17:56:00,Credit card,5.0,0.33,52.0,17.16,South Texas
7074,7075,WALM032,Tyler,Home and lifestyle,15.0,3.0,2020-12-15,1900-01-01 15:10:00,Credit card,3.0,0.48,45.0,21.6,East Texas
7075,7076,WALM055,Waxahachie,Fashion accessories,77.0,3.0,2023-11-17,1900-01-01 15:49:00,Credit card,6.0,0.33,231.0,76.23,DFW Metroplex
7076,7077,WALM099,Weatherford,Home and lifestyle,47.0,1.0,2020-11-13,1900-01-01 19:48:00,Credit card,6.0,0.18,47.0,8.46,DFW Metroplex
7077,7078,WALM099,Weatherford,Fashion accessories,24.0,2.0,2021-12-23,1900-01-01 15:43:00,Credit card,3.0,0.18,48.0,8.64,DFW Metroplex
7078,7079,WALM074,Weslaco,Home and lifestyle,54.0,1.0,2023-11-12,1900-01-01 19:55:00,Credit card,4.0,0.33,54.0,17.82,South Texas
7079,7080,WALM029,Round Rock,Fashion accessories,50.0,1.0,2020-11-24,1900-01-01 16:47:00,Credit card,3.0,0.48,50.0,24.0,Central Texas
7080,7081,WALM082,Weslaco,Home and lifestyle,38.0,3.0,2021-12-14,1900-01-01 20:15:00,Credit card,7.0,0.33,114.0,37.62,South Texas
7081,7082,WALM030,Richardson,Fashion accessories,27.0,1.0,2023-08-11,1900-01-01 17:32:00,Credit card,7.0,0.48,27.0,12.96,DFW Metroplex
7082,7083,WALM099,Weatherford,Home and lifestyle,46.0,3.0,2020-11-27,1900-01-01 16:26:00,Credit card,5.0,0.18,138.0,24.84,DFW Metroplex
7083,7084,WALM082,Weslaco,Fashion accessories,76.0,3.0,2022-04-11,1900-01-01 15:26:00,Credit card,6.0,0.33,228.0,75.24,South Texas
7084,7085,WALM003,San Antonio,Home and lifestyle,35.0,2.0,2023-04-11,1900-01-01 17:50:00,Credit card,7.0,0.48,70.0,33.6,Central Texas
7085,7086,WALM029,Round Rock,Fashion accessories,71.0,2.0,2021-11-22,1900-01-01 20:56:00,Credit card,4.0,0.48,142.0,68.16,Central Texas
7086,7087,WALM055,Waxahachie,Home and lifestyle,44.0,3.0,2020-01-12,1900-01-01 15:30:00,Credit card,5.0,0.33,132.0,43.56,DFW Metroplex
7087,7088,WALM038,Sugar Land,Fashion accessories,76.0,3.0,2020-01-12,1900-01-01 18:32:00,Credit card,3.0,0.48,228.0,109.44,Central Texas
7088,7089,WALM050,Victoria,Home and lifestyle,21.0,3.0,2020-08-12,1900-01-01 20:21:00,Ewallet,7.0,0.48,63.0,30.24,Central Texas
7089,7090,WALM046,Temple,Fashion accessories,62.0,1.0,2022-11-26,1900-01-01 16:17:00,Credit card,5.0,0.48,62.0,29.76,Central Texas
7090,7091,WALM082,Weslaco,Home and lifestyle,51.0,2.0,2021-12-17,1900-01-01 19:30:00,Credit card,6.0,0.33,102.0,33.66,South Texas
7091,7092,WALM075,San Marcos,Fashion accessories,70.0,3.0,2021-11-14,1900-01-01 18:50:00,Credit card,3.0,0.33,210.0,69.3,Central Texas
7092,7093,WALM087,Waxahachie,Home and lifestyle,46.0,2.0,2022-12-31,1900-01-01 19:38:00,Credit card,3.0,0.33,92.0,30.36,DFW Metroplex
7093,7094,WALM003,San Antonio,Fashion accessories,80.0,2.0,2023-11-23,1900-01-01 16:37:00,Credit card,7.0,0.48,160.0,76.8,Central Texas
7094,7095,WALM030,Richardson,Home and lifestyle,83.0,1.0,2023-11-15,1900-01-01 18:47:00,Credit card,7.0,0.48,83.0,39.84,DFW Metroplex
7095,7096,WALM046,Temple,Fashion accessories,25.0,3.0,2022-08-11,1900-01-01 20:27:00,Credit card,7.0,0.48,75.0,36.0,Central Texas
7096,7097,WALM054,Sherman,Home and lifestyle,52.0,3.0,2023-03-11,1900-01-01 19:24:00,Credit card,3.0,0.21,156.0,32.76,DFW Metroplex
7097,7098,WALM009,Plano,Fashion accessories,64.0,3.0,2020-11-18,1900-01-01 19:36:00,Credit card,6.0,0.48,192.0,92.16,DFW Metroplex
7098,7099,WALM029,Round Rock,Home and lifestyle,21.0,1.0,2021-05-11,1900-01-01 18:41:00,Credit card,5.0,0.48,21.0,10.08,Central Texas
7099,7100,WALM030,Richardson,Fashion accessories,58.0,1.0,2020-07-11,1900-01-01 18:47:00,Credit card,3.0,0.48,58.0,27.84,DFW Metroplex
7100,7101,WALM082,Weslaco,Home and lifestyle,56.0,2.0,2021-11-25,1900-01-01 18:42:00,Credit card,7.0,0.33,112.0,36.96,South Texas
7101,7102,WALM073,Seguin,Fashion accessories,79.0,1.0,2020-11-21,1900-01-01 17:36:00,Credit card,6.0,0.33,79.0,26.07,Central Texas
7102,7103,WALM099,Weatherford,Home and lifestyle,60.0,3.0,2021-12-23,1900-01-01 16:44:00,Credit card,5.0,0.18,180.0,32.4,DFW Metroplex
7103,7104,WALM069,Rockwall,Fashion accessories,65.0,1.0,2021-12-28,1900-01-01 20:24:00,Credit card,3.0,0.33,65.0,21.45,DFW Metroplex
